Pret,Versiune,Vechime,Km,Putere,Capacitate cilindrica,Marca,Model,Combustibil,Transmisie,Norma de poluare,Cutie de viteze,Tip Caroserie,Optiuni culoare,Tara de origine,Stare
14690,dCi 110 FAP 4x4 Prestige,6.0,168000,109,1461,Dacia,Duster,Diesel,4x4 (manual),Euro 6,Manuala,SUV,Metalizata,Germania,Second hand
20949,2.0 HEV Vignale,5.0,49759,187,1999,Ford,Mondeo,Hibrid,Fata,Euro 6,Automata,Sedan,Metalizata,Italia,Second hand
14990,1.6 TDI DSG Comfortline,5.0,71000,115,1598,Volkswagen,Golf,Diesel,Fata,Euro 6,Automata,Compacta,Mat,Romania,Second hand
11600,2.0 CRDi 4WD Style,9.0,157250,136,1995,Hyundai,ix35,Diesel,4x4 (manual),Euro 5,Manuala,SUV,Metalizata,Germania,Second hand
3499,1.2 16V 75 Yahoo!,12.0,214000,75,1149,Renault,Clio,Benzina,Fata,Euro 5,Manuala,Compacta,Metalizata,Germania,Second hand
89500,2.0 Turbo AT8 Rubicon,3.0,13700,270,1995,Jeep,Wrangler,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
12399,316d Aut.,9.0,212900,116,1995,BMW,Seria 3,Diesel,Spate,Euro 5,Automata,Sedan,Perlat,Germania,Second hand
30938,2.0 Panther A8 AWD Vignale,4.0,66800,238,1996,Ford,Edge,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
16990,1.2 PureTech Turbo S&amp;S EAT6 GT-Line,7.0,143997,130,1199,Peugeot,3008,Benzina,Fata,Euro 6,Automata,SUV,Metalizata,Franta,Second hand
13491,2.0 TDI DSG Ambition,5.0,350000,150,1968,Skoda,Superb,Diesel,Fata,Euro 6d-Temp,Automata,Sedan,Perlat,Romania,Second hand
71999,400 d 4MATIC Aut,5.0,93000,340,2925,Mercedes-Benz,S,Diesel,4x4 (automat),Euro 6d-Temp,Automata,Sedan,Metalizata,Germania,Second hand
21390,1.6 GDI DCT6 OPF Plug-in-Hybrid VISION,4.0,41235,105,1580,Kia,XCeed,Hibrid,Fata,Euro 6,Automata,SUV,Metalizata,Germania,Second hand
31899,250 d 4MATIC,9.0,112500,204,2143,Mercedes-Benz,GLE,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
7999,1.6 BlueHDi FAP Active,7.0,155900,99,1560,Peugeot,2008,Diesel,Fata,Euro 6,Manuala,SUV,Metalizata,Romania,Second hand
15900,Autm. 4x4 Double Cab,16.0,270000,171,2982,Toyota,Hilux,Diesel,4x4 (manual),Euro 5,Automata,SUV,Metalizata,Austria,Second hand
10999,1.6 TDI BlueMotion Technology DSG Comfortline,8.0,200300,110,1598,Volkswagen,Golf,Diesel,Fata,Euro 6,Automata,Compacta,Metalizata,Italia,Second hand
81980,90 3.0P 400 MHEV XS Edition,1.0,850,400,2996,Land Rover,Defender,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
84139,GTS PDK,3.0,59500,381,2894,Porsche,Macan,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
11600,1.6 BlueTDI DSG Trendline,8.0,161000,110,1598,Volkswagen,Golf,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Germania,Second hand
12999,2.0 TDI 4Motion DSG Track &amp; Field,10.0,225000,140,1968,Volkswagen,Tiguan,Diesel,4x4 (automat),Euro 5,Automata,SUV,Metalizata,Germania,Second hand
81324,300 4Matic Coupe 9G-TRONIC,1.0,2,258,1999,Mercedes-Benz,CLE,Benzina,4x4 (automat),Euro 6d,Automata,Coupe,Metalizata,Germania,Nou
58310,2.0 D200 MHEV SE,3.0,1,204,1999,Land Rover,Range Rover Evoque,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Regatul Unit,Nou
28460,40 TFSI quattro S tronic S line,4.0,144000,190,1984,Audi,Q3,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
16989,2.0 TDCi Powershift Business,7.0,109846,150,1997,Ford,Mondeo,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
22950,1.8 HSD Dynamic,4.0,22500,98,1798,Toyota,Corolla,Hibrid,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
16200,2.0 TDCi 2WD Titanium,6.0,79000,150,1997,Ford,Kuga,Diesel,Fata,Euro 6,Manuala,SUV,Metalizata,Romania,Second hand
14350,1.4 Boosterjet Allgrip S,7.0,154261,140,1373,Suzuki,Vitara,Benzina,4x4 (manual),Euro 6,Manuala,SUV,Metalizata,Germania,Second hand
13699,1.5 TDCi 2x4 Cool &amp; Connect,6.0,194900,120,1498,Ford,Kuga,Diesel,Fata,Euro 6,Manuala,SUV,Metalizata,Germania,Second hand
19999,1.5 TDCi LWB (L2) Trend,6.0,74148,120,1499,Ford,Tourneo Connect,Diesel,Fata,Euro 6,Manuala,Monovolum,Metalizata,Romania,Second hand
11999,Grandtour ENERGY dCi 130 EDC INTENS,7.0,257000,130,1598,Renault,Talisman,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Olanda,Second hand
67600,500 Cabrio 9G-TRONIC,6.0,110500,455,4663,Mercedes-Benz,S,Benzina,4x4 (automat),Euro 6,Automata,Coupe,Metalizata,Germania,Second hand
19799,BLUE dCi 150 X-tronic LIMITED,4.0,94636,149,1749,Renault,Koleos,Diesel,Fata,Euro 6,Automata,SUV,Perlat,Germania,Second hand
11990,1.5 EcoBlue Trend,5.0,133364,120,1499,Ford,Focus,Diesel,Fata,Euro 6,Manuala,Combi,Metalizata,Romania,Second hand
14690,dCi 110 FAP 4x4 Prestige,6.0,177000,110,1461,Dacia,Duster,Diesel,4x4 (manual),Euro 6,Manuala,SUV,Metalizata,Romania,Second hand
16500,1.5 TSI DSG Style,5.0,124646,150,1495,Skoda,Octavia,Benzina,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
11900,320d Aut. Luxury Line,11.0,265550,184,1995,BMW,Seria 3,Diesel,Spate,Euro 5,Automata,Sedan,Metalizata,Germania,Second hand
12000,1.8 TFSI Attraction,11.0,215000,170,1798,Audi,A4,Benzina,Fata,Euro 6,Manuala,Sedan,Metalizata,Germania,Second hand
38749,200 7G-DCT AMG Line,3.0,57976,163,1332,Mercedes-Benz,CLA,Benzina,Fata,Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
38290,B5 D AWD Geartronic Momentum,5.0,96000,235,1969,Volvo,XC 90,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Italia,Second hand
6350,1.6 CDTI DPF ecoFLEX Sports TourerStart/Stop Edition,9.0,215000,136,1598,Opel,Astra,Diesel,Fata,Euro 6,Manuala,Combi,Metalizata,Franta,Second hand
10945,1.5 VVT-i HSD Luna,8.0,60000,75,1497,Toyota,Yaris,Hibrid,Fata,Euro 6,Automata,Masina mica,Metalizata,Romania,Second hand
28400,Sportback 2.0 TFSI S tronic,5.0,62144,190,1984,Audi,A5,Benzina,Fata,Euro 6,Automata,Coupe,Metalizata,Germania,Second hand
12699,1.7 CRDI CW 7DCT Supreme+,8.0,69800,141,1685,Hyundai,i40,Diesel,Fata,Euro 6,Automata,Compacta,Metalizata,Romania,Second hand
20390,2.0 TDI quattro S tronic,9.0,183000,190,1968,Audi,Q5,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
15988,1.5 TSI DSG Style,6.0,125525,150,1495,Skoda,Octavia,Benzina,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
24349,Combi 2.0 TDI DSG Ambition,4.0,73568,150,1968,Skoda,Octavia,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Germania,Second hand
10650,2.2 CRDi 4WD Aut. Executive,12.0,178257,197,2199,Kia,Sorento,Diesel,4x4 (automat),Euro 5,Automata,SUV,Metalizata,Germania,Second hand
42700,200 4MATIC,5.0,49182,197,1991,Mercedes-Benz,GLC,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
8599,1.5 dCi Visia Plus,10.0,163000,110,1461,Nissan,Juke,Diesel,Fata,Euro 5,Manuala,SUV,Metalizata,Germania,Second hand
9990,SD,8.0,215322,170,1995,Mini,Cooper,Diesel,Fata,Euro 6b,Manuala,Compacta,Metalizata,Belgia,Second hand
21690,3.0 TDI quattro S tronic,9.0,139000,272,2967,Audi,A6,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
4000,1.9TDI Classic,17.0,230000,105,1896,Skoda,Octavia,Diesel,Fata,Euro 4,Manuala,Sedan,Metalizata,Romania,Second hand
7390,1.2 TSI Style,8.0,186700,90,1197,Seat,Ibiza,Benzina,Fata,Euro 6,Manuala,Masina de oras,Mat,Franta,Second hand
64950,xDrive40d AT MHEV,4.0,117447,340,2993,BMW,X5,Diesel,4x4 (automat),Euro 6,Automata,SUV,Perlat,Belgia,Second hand
22415,2.5 4x4 Hybrid Executive,7.0,180000,155,2494,Toyota,RAV4,Hibrid,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Ungaria,Second hand
13491,LWB 3.2 DI-D Intense+ A/T,15.0,250000,170,3200,Mitsubishi,Pajero,Diesel,4x4 (manual),Euro 4,Automata,SUV,Perlat,Romania,Second hand
26590,1.8 HSD 122 CP 4x2 CVT Core,1.0,4200,98,1798,Toyota,C-HR,Hibrid,Fata,Euro 6b,Automata,SUV,Perlat,Romania,Nou
27289,PureTech S&amp;S EAT8 GT,2.0,3335,130,1199,Peugeot,308,Benzina,Fata,Euro 6,Automata,Compacta,Metalizata,Romania,Second hand
19900,1.6 A/T 4WD Executive,9.0,120000,160,1597,Honda,CR-V,Diesel,4x4 (automat),Euro 6,Automata,SUV,Perlat,Romania,Second hand
16990,Variant 2.0 TDI DSG Comfortline,6.0,166076,150,1968,Volkswagen,Passat,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
17400,1.2 L PureTech STT Allure,2.0,13200,100,1199,Peugeot,208,Benzina,Fata,Euro 6c,Manuala,Masina de oras,Perlat,Romania,Second hand
27989,2.2 JTDM AWD AT8 Super,6.0,137327,210,2143,Alfa Romeo,Stelvio,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
62499,400 d 4MATIC Long Aut,7.0,87607,340,2925,Mercedes-Benz,S,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
17769,Avant 2.0 TDI Ultra DPF S tronic,6.0,201000,190,1968,Audi,A6,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Olanda,Second hand
19080,Combi 2.0 TDI 4X4 DSG Laurin &amp; Klement,7.0,213102,190,1968,Skoda,Superb,Diesel,4x4 (automat),Euro 6d,Automata,Combi,Metalizata,Polonia,Second hand
7800,1.4 TSI Highline,12.0,280000,122,1390,Volkswagen,Passat,Benzina,Fata,Euro 5,Manuala,Sedan,Metalizata,Grecia,Second hand
4999,Sport 1.6 CE,17.0,196000,105,1598,Mazda,3,Benzina,Fata,Euro 4,Manuala,Compacta,Metalizata,Germania,Second hand
19000,2.0 TSI BMT 4Mot DSG R,9.0,144000,300,1984,Volkswagen,Golf,Benzina,4x4 (automat),Euro 6,Automata,Compacta,Metalizata,Germania,Second hand
17800,520d,9.0,246000,184,1995,BMW,Seria 5,Diesel,Spate,Euro 6,Automata,Sedan,Metalizata,Luxemburg,Second hand
80899,xDrive45e,2.0,17000,286,2998,BMW,X5,Hibrid,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
9090,IV dCi Zen,5.0,74739,90,1461,Renault,Clio,Diesel,Fata,Euro 6,Manuala,Masina de oras,Metalizata,Romania,Second hand
39800,T8 Twin Engine AWD Geartronic Inscription,4.0,79300,303,1969,Volvo,S60,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
13250,2.0 CRDI 4WD Automatik Premium,10.0,148921,184,1995,Hyundai,ix35,Diesel,4x4 (automat),Euro 5,Automata,SUV,Metalizata,Germania,Second hand
28560,300 d T 9G-TRONIC,5.0,166000,245,1950,Mercedes-Benz,E,Diesel,Spate,Euro 6,Automata,Sedan,Metalizata,Danemarca,Second hand
22500,3.0 TDI DPF quattro tiptronic sport selection,9.0,125000,313,2967,Audi,A6,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
13400,1.6 TDI Sportback S tronic sport,8.0,180000,116,1598,Audi,A1,Diesel,Fata,Euro 6,Automata,Masina de oras,Metalizata,Germania,Second hand
15799,1.5 DCI EDC Intens,6.0,105700,110,1461,Renault,Kadjar,Diesel,Fata,Euro 6,Automata,SUV,Metalizata,Franta,Second hand
12990,1.6 TDI Comfortline,5.0,144848,115,1598,Volkswagen,Golf,Diesel,Fata,Euro 6,Manuala,Combi,Metalizata,Romania,Second hand
36999,B5 D AWD Geartronic Inscription,6.0,160522,235,1969,Volvo,XC 90,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
22989,2.0 CRDI 4WD 8AT Premium,5.0,98000,185,1995,Hyundai,Tucson,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
49900,3.0 V6 TDI 4Motion DPF Automatik Elegance,6.0,140000,286,2967,Volkswagen,Touareg,Diesel,4x4 (manual),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
6750,1.4 Style,11.0,123000,85,1390,Seat,Ibiza,Benzina,Fata,Euro 5,Manuala,Compacta,Metalizata,Germania,Second hand
8498,SW 1.6 BlueHDi FAP STT Active,7.0,206500,120,1560,Peugeot,308,Diesel,Fata,Euro 6,Manuala,Combi,Metalizata,Germania,Second hand
4650,1.6 TDI DPF BlueMotion,14.0,330000,105,1598,Volkswagen,Golf,Diesel,Fata,Euro 5,Manuala,Combi,Metalizata,Germania,Second hand
18090,1.5D 114CP 2WD Acenta DCT,4.0,119000,114,1461,Nissan,Qashqai,Diesel,Fata,Euro 6,Automata,SUV,Metalizata,Franta,Second hand
42680,quattro 50 TDI tiptronic,4.0,76300,285,2967,Audi,A6 Allroad,Diesel,4x4 (automat),Euro 6,Automata,Combi,Metalizata,Germania,Second hand
15050,xDrive20d Aut.,13.0,193000,184,1995,BMW,X3,Diesel,4x4 (manual),Euro 5,Automata,SUV,Metalizata,Germania,Second hand
25700,530i Aut. Luxury Line,7.0,169653,252,1998,BMW,Seria 5,Benzina,Spate,Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
27346,220i AT M Sport,4.0,63767,184,1998,BMW,Seria 2,Benzina,Spate,Euro 6,Automata,Cabrio,Metalizata,Romania,Second hand
9100,2.0 TDI Comfortline,8.0,256000,110,1968,Volkswagen,Jetta,Diesel,Fata,Euro 5,Manuala,Sedan,Metalizata,Romania,Second hand
30050,2.0 HSD 184 CP 4x2 CVT Style,2.0,10,152,1987,Toyota,C-HR,Hibrid,Fata,Euro 6,Automata,SUV,Metalizata,Romania,Nou
2800,1.3 CDTI Enjoy,16.0,140000,75,1248,Opel,Corsa,Diesel,Fata,Euro 4,Manuala,Masina de oras,Metalizata,Romania,Second hand
15990,2.0 TDCi Powershift AWD Titanium,8.0,125783,180,1997,Ford,Mondeo,Diesel,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
18399,Energy dCi 160 EDC Initiale Paris,7.0,169150,160,1598,Renault,Espace,Diesel,Fata,Euro 6,Automata,Monovolum,Metalizata,Franta,Second hand
13496,1.6 TDI DSG Style,6.0,178200,116,1598,Skoda,Octavia,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Olanda,Second hand
8999,0.9 TCe SL Prestige PLUS,6.0,60252,90,898,Dacia,Logan,Benzina,Fata,Euro 6,Manuala,Sedan,Mat,Romania,Second hand
20689,1.0 EcoBoost mHEV ST Line X,2.0,10810,125,999,Ford,Puma,Benzina,Fata,Euro 6,Manuala,SUV,Metalizata,Romania,Second hand
31790,Avant 3.0 45 TDI quattro Tiptronic Design,5.0,102000,231,2967,Audi,A6,Diesel,4x4 (automat),Euro 6,Automata,Combi,Metalizata,Belgia,Second hand
20590,xDrive30d,10.0,324700,258,2993,BMW,X5,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
11199,Avant 3.0 TDI DPF quattro S tronic sport selection,10.0,268000,204,2967,Audi,A6,Diesel,4x4 (automat),Euro 6,Automata,Combi,Metalizata,Germania,Second hand
38850,3.0 ultra TDI Quattro Tiptronic,7.0,89950,218,2967,Audi,Q7,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
11250,2.0 CRDI 4WD Automatik Premium,14.0,145488,184,1995,Hyundai,ix35,Diesel,4x4 (automat),Euro 5,Automata,SUV,Metalizata,Germania,Second hand
28900,xDrive20d AT Advantage,5.0,77390,190,1995,BMW,X3,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
13799,3.0 TDI Quattro Stronic,9.0,264900,245,2967,Audi,A4,Diesel,4x4 (automat),Euro 5,Automata,Sedan,Metalizata,Romania,Second hand
16860,4x4 Double Cab,8.0,250000,144,2494,Toyota,Hilux,Diesel,4x4 (manual),Euro 6,Manuala,SUV,Mat,Spania,Second hand
15650,Variant 2.0 TDI SCR DSG Business,4.0,189000,150,1968,Volkswagen,Passat,Diesel,Fata,Euro 6d,Automata,Combi,Metalizata,Germania,Second hand
13389,Blue dCi Zen,5.0,56061,116,1461,Renault,Megane,Diesel,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
12590,1.6 Mjet S&amp;S TCT6 Super,8.0,178500,120,1598,Alfa Romeo,Giulietta,Diesel,Fata,Euro 6,Automata,Masina de oras,Metalizata,Olanda,Second hand
17790,2.0 EcoBoost Titanium,6.0,106213,203,1999,Ford,Mondeo,Benzina,Fata,Euro 6,Automata,Sedan,Metalizata,Romania,Second hand
11890,1.5 BlueHDI FAP STT EAT8 Allure Pack,5.0,139659,130,1499,Peugeot,308,Diesel,Fata,Euro 6,Automata,Combi,Perlat,Germania,Second hand
63990,750Ld xDrive,5.0,116500,400,2993,BMW,Seria 7,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Perlat,Romania,Second hand
84689,400 d 4MATIC Aut,2.0,15200,340,2925,Mercedes-Benz,CLS,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
18600,1.5 TSI Trendline,5.0,50700,130,1498,Volkswagen,Tiguan,Benzina,Fata,Euro 6,Manuala,SUV,Metalizata,Romania,Second hand
26700,520d Aut. Luxury Line,7.0,215694,190,1995,BMW,Seria 5,Diesel,Spate,Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
6800,1.6 4x2 Laureate,13.0,122000,105,1598,Dacia,Duster,Benzina,Fata,Euro 5,Manuala,SUV,Metalizata,Germania,Second hand
6650,1.6 Active,14.0,130000,115,1598,Opel,Astra,Benzina,Fata,Euro 5,Manuala,Compacta,Metalizata,Germania,Second hand
19590,2.0 TDI quattro S tronic,8.0,114370,190,1968,Audi,A6,Diesel,4x4 (automat),Euro 6,Automata,Combi,Metalizata,Romania,Second hand
23050,CD175 4x4 AT Revolution Plus,6.0,90657,175,2191,Mazda,CX-5,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
4750,1.4 SOHC i-VTEC MT Comfort,12.0,136900,99,1339,Honda,Jazz,Benzina,Fata,Euro 5,Manuala,Masina de oras,Mat,Romania,Second hand
13950,2.0 TDCi Powershift Titanium,5.0,166000,180,1997,Ford,Mondeo,Diesel,Fata,Euro 6,Automata,Compacta,Metalizata,Romania,Second hand
11050,520d,13.0,269414,184,1995,BMW,Seria 5,Diesel,Spate,Euro 5,Manuala,Sedan,Metalizata,Franta,Second hand
13300,Plug-In Hybrid 1.6 141CP Exclusive,6.0,169000,105,1580,Hyundai,IONIQ,Hibrid,Fata,Euro 6b,Automata,Compacta,Metalizata,Belgia,Second hand
36850,Avant 50 TDI quattro tiptronic,5.0,60000,286,2967,Audi,A6,Diesel,4x4 (automat),Euro 6,Automata,Combi,Metalizata,Danemarca,Second hand
5499,Variant 1.4 TSI BlueMotion Technology Business Edition,14.0,256800,122,1390,Volkswagen,Passat,Benzina,Fata,Euro 5,Manuala,Combi,Metalizata,Germania,Second hand
13690,1.2 TSI Start&amp;Stop Style,6.0,49061,110,1197,Seat,Leon,Benzina,Fata,Euro 6,Manuala,Compacta,Metalizata,Romania,Second hand
104899,400 d 4Matic 9G-TRONIC AMG Line,1.0,8562,330,2925,Mercedes-Benz,GLE,Diesel,4x4 (manual),Euro 6,Automata,Coupe,Metalizata,Germania,Second hand
44899,320d xDrive AT MHEV,2.0,22900,190,1995,BMW,Seria 3,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
21250,3.0 L V6,13.0,300115,240,2967,Porsche,Cayenne,Diesel,4x4 (automat),Euro 5,Automata,SUV,Metalizata,Belgia,Second hand
12990,1.5 EcoBlue Titanium,5.0,188500,120,1499,Ford,Focus,Diesel,Fata,Euro 6,Manuala,Combi,Metalizata,Italia,Second hand
5700,1.4 TSI Highline,14.0,209000,122,1390,Volkswagen,Golf,Benzina,Fata,Euro 5,Manuala,Compacta,Metalizata,Germania,Second hand
7600,Variant 2.0 TDI DSG BlueMotion Technology Highline,10.0,319000,140,1968,Volkswagen,Passat,Diesel,Fata,Euro 5,Automata,Combi,Metalizata,Germania,Second hand
58999,545e xDrive Aut.,3.0,34500,286,2998,BMW,Seria 5,Hibrid,4x4 (automat),Euro 6d-Temp,Automata,Sedan,Metalizata,Germania,Second hand
24200,2.0 4x4 Start&amp;Stop CVT Executive,7.0,123000,152,1987,Toyota,RAV4,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
154681,3.0 I6 D250 MHEV SE,2.0,30800,249,2996,Land Rover,Range Rover,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
14789,1.0 EcoBoost Titanium,4.0,39571,125,999,Ford,Focus,Benzina,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
18990,2.0 CRDi 4WD Automatik Premium,8.0,149000,185,1995,Hyundai,Tucson,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
15900,2.0 TDI 4x4 DSG Scout,6.0,163000,184,1968,Skoda,Octavia,Diesel,4x4 (automat),Euro 6c,Automata,Combi,Metalizata,Romania,Second hand
12750,2.0 TDI Comfortline,6.0,149000,110,1968,Volkswagen,Jetta,Diesel,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
57250,500 4Matic L 9G-TRONIC,6.0,166000,435,2999,Mercedes-Benz,S,Benzina,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
13990,1.6 TDI Comfortline,4.0,94603,115,1598,Volkswagen,Golf,Diesel,Fata,Euro 6,Manuala,Compacta,Metalizata,Romania,Second hand
81810,xDrive40i MHEV,2.0,44000,333,2998,BMW,X7,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
8499,Combi 1.6 TDI Ambiente DSG,10.0,193700,105,1598,Skoda,Octavia,Diesel,Fata,Euro 5,Automata,Combi,Metalizata,Germania,Second hand
9690,1.4 ECOTEC Enjoy,5.0,79737,90,1398,Opel,Corsa,Benzina + GPL,Fata,Euro 6,Manuala,Masina mica,Metalizata,Romania,Second hand
12690,1.5 EcoBlue Trend,5.0,109107,120,1499,Ford,Focus,Diesel,Fata,Euro 6,Manuala,Sedan,Metalizata,Romania,Second hand
15500,320i xDrive GT Sport-Aut. Sport Line,10.0,152000,184,1997,BMW,Seria 3,Benzina,4x4 (automat),Euro 6,Automata,Sedan,Mat,Germania,Second hand
22950,250 d 4MATIC,7.0,276789,204,2143,Mercedes-Benz,GLC,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
44099,T8 AWD Recharge Geartronic Inscription,5.0,123719,303,1969,Volvo,XC 90,Hibrid,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Italia,Second hand
15089,1.5 Ecoboost Active Business,5.0,147300,150,1499,Ford,Focus,Benzina,Fata,Euro 6,Automata,Compacta,Metalizata,Franta,Second hand
30399,730d xDrive,6.0,176500,265,2993,BMW,Seria 7,Diesel,4x4 (automat),Euro 6,Automata,Sedan,Metalizata,Germania,Second hand
10999,Avant 3.0 TDI DPF quattro S tronic sport selection,10.0,268000,204,2967,Audi,A6,Diesel,4x4 (automat),Euro 6,Automata,Combi,Metalizata,Germania,Second hand
11250,1.2L DIG-T Start/Stop Tekna,7.0,108047,115,1197,Nissan,Juke,Benzina,Fata,Euro 5,Manuala,SUV,Perlat,Germania,Second hand
9100,0.9 TCe Prestige,5.0,50227,90,898,Dacia,Sandero Stepway,Benzina,Fata,Euro 6,Manuala,Masina de oras,Metalizata,Germania,Second hand
16199,2.0 TDCi Aut. Titanium,7.0,114013,150,1997,Ford,Mondeo,Diesel,Fata,Euro 6,Automata,Combi,Metalizata,Belgia,Second hand
36950,xDrive30e Aut.,4.0,56239,184,1998,BMW,X3,Hibrid,4x4 (manual),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
70805,xDrive30d AT MHEV,4.0,111456,286,2993,BMW,X5,Diesel,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
20718,1.6 l 150 CP 2WD 6MT Comfort+,1.0,1,150,1598,Hyundai,Tucson,Benzina,Fata,Euro 6d,Manuala,SUV,Metalizata,Cehia,Nou
12990,quattro 2.0 TDI DPF S tronic,11.0,203720,177,1968,Audi,A4 Allroad,Diesel,4x4 (automat),Euro 5,Automata,Combi,Metalizata,Franta,Second hand
11949,D2 Kinetic,7.0,166000,120,1969,Volvo,V60,Diesel,Fata,Euro 6c,Manuala,Combi,Perlat,Belgia,Second hand
55811,xDrive23i AT MHEV,1.0,6000,218,1998,BMW,X1,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Romania,Second hand
63500,400 d 4Matic 9G-TRONIC AMG Line,4.0,149590,330,2925,Mercedes-Benz,GLE,Diesel,4x4 (manual),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
24900,2.0 TSI 4Motion (BlueMotion Technology) DSG Comfortline,7.0,95683,180,1984,Volkswagen,Tiguan,Benzina,4x4 (automat),Euro 6,Automata,SUV,Metalizata,Germania,Second hand
3250,II Coupe-Cabriolet 1.9 dCI Dynamique,18.0,210000,130,1870,Renault,Megane,Diesel,Fata,Euro 3,Manuala,Cabrio,Metalizata,Romania,Second hand
18250,2.5 VVT-i HSD 4x2 Executive,8.0,161257,155,2494,Toyota,RAV4,Hibrid,Fata,Euro 6,Automata,SUV,Mat,Romania,Second hand
11998,BlueHDi 120 EAT6 SHINE,6.0,200650,120,1560,Citroën,C4 Grand Picasso,Diesel,Fata,Euro 6,Automata,Monovolum,Metalizata,Olanda,Second hand
14790,2.0 TDI DSG 4X4 Style,5.0,171176,149,1968,Skoda,Octavia,Diesel,4x4 (automat),Euro 6,Automata,Combi,Metalizata,Romania,Second hand
12490,318d GT,10.0,222896,143,1995,BMW,Seria 3,Diesel,Spate,Euro 6,Manuala,Sedan,Metalizata,Belgia,Second hand
32999,xDrive20d Aut. M Sport Edition,5.0,195000,190,1995,BMW,X4,Diesel,4x4 (automat),Euro 6b,Automata,SUV,Perlat,Italia,Second hand
8500,1.6 4x2 Laureate,11.0,185000,105,1598,Dacia,Duster,Benzina + GPL,Fata,Euro 5,Manuala,SUV,Metalizata,Germania,Second hand
